month,rainfall_mm,temp_mean
2014-12-01,595.6111063254023,23.839830693123737
2015-01-01,67.15638452996087,24.25345027137009
2015-02-01,135.553236373363,24.176097036476044
2015-03-01,134.0984430838197,25.211483640941207
2015-04-01,295.7870277297494,25.295976643829356
2015-05-01,225.19343821632134,25.62211540367143
2015-06-01,142.62471387461196,25.398527655897546
2015-07-01,151.67196591820388,25.47807796988672
2015-08-01,180.65203463764362,25.51656012007708
2015-09-01,260.743026643797,25.11737561704547
2015-10-01,658.2317682513562,24.85478898427659
2015-11-01,412.9532328082611,24.524588658715935
2015-12-01,292.5205580239724,24.649248772500698
2016-01-01,58.089900594520095,25.010498236534737
2016-02-01,68.18770543222345,25.550211270780885
2016-03-01,65.3031604738944,27.005344232366713
2016-04-01,124.61241756383006,27.01883264872467
2016-05-01,624.2008178619594,25.647076171066495
2016-06-01,154.4492488548333,25.564380433271232
2016-07-01,153.8433187846931,25.320758574823778
2016-08-01,120.44978856930074,25.418142204092092
2016-09-01,96.8629124371108,25.294978067982672
2016-10-01,138.55334866096405,25.390820545351765
2016-11-01,338.8320086556407,24.58121696220782
2016-12-01,84.47258591091622,24.196863523279227
2017-01-01,148.96645171809732,23.923466653454938
2017-02-01,61.990689679812306,24.314441334374763
2017-03-01,116.31273083365227,25.112299502725993
2017-04-01,127.5926063649036,25.950291313719678
2017-05-01,243.80892872422712,25.720086723299875
2017-06-01,206.9186155013784,25.543182757006512
2017-07-01,165.05030403226388,25.826847617599917
2017-08-01,257.53006782323007,25.40116905212438
2017-09-01,261.4304433083995,25.05456551435566
2017-10-01,295.44439361424793,25.016066805434946
2017-11-01,408.65212054654364,24.194444819071705
2017-12-01,130.86458327891052,24.144926981449974
2018-01-01,54.50698637829906,23.94930127210477
2018-02-01,109.83481420967917,24.6803364582674
2018-03-01,145.57520277322945,25.42618835509879
2018-04-01,177.74944523757588,25.270497729058572
2018-05-01,387.2851114008082,25.013372448806926
2018-06-01,283.2669369673057,24.94061555517609
2018-07-01,195.79474040662151,25.169340057956425
2018-08-01,191.70429271901713,24.941901153294076
2018-09-01,199.7044451627818,25.12251128136979
2018-10-01,473.6889344403173,24.099329499516795
2018-11-01,363.21751740586325,24.284910710394524
2018-12-01,133.2719207915839,24.016323069094415
2019-01-01,82.64499186660366,23.996769581273774
2019-02-01,207.18872714705867,25.000497044077406
2019-03-01,75.15959405279874,25.668392883964678
2019-04-01,165.59149500331608,26.262303854326678
2019-05-01,129.306314874176,26.06939533246842
2019-06-01,204.57633595812234,25.990492114572714
2019-07-01,157.7441320744256,25.682587818852905
2019-08-01,372.8834861284781,25.073269098607927
2019-09-01,314.225656020162,24.98215290431684
2019-10-01,544.184732103844,24.46724010668475
2019-11-01,253.66572714386,24.003211528289388
2019-12-01,227.19403908427307,24.50201464070161
2020-01-01,40.48798574774397,24.51245428443679
2020-02-01,55.8626531314244,25.20636191528182
2020-03-01,44.368086906614764,26.185323344572097
2020-04-01,186.9319604568987,26.391570851034015
2020-05-01,273.4648433240292,25.73151766825249
2020-06-01,172.1081773453809,25.338939825555148
2020-07-01,235.3664338701231,25.149700656909594
2020-08-01,188.02705414947616,25.479726729722508
2020-09-01,316.1389529075658,24.73837844422528
2020-10-01,139.3421062564236,25.1720812563444
2020-11-01,331.6854353044487,24.619577578682893
2020-12-01,262.054736411534,23.925965545771533
2021-01-01,287.52321899858083,23.883584229737515
2021-02-01,63.65764068173954,24.54862947116365
2021-03-01,166.55856509113428,24.894133928174877
2021-04-01,178.5003967312961,25.292707654399543
2021-05-01,409.8108882354744,25.218978998489007
2021-06-01,210.0801888171083,24.907401657813914
2021-07-01,258.4834812467741,25.02797105736991
2021-08-01,251.21398931641323,24.768573690686065
2021-09-01,235.19784751159634,25.159476916587813
2021-10-01,309.30307594750343,24.754960704686134
2021-11-01,420.1886589191221,23.987000681564094
2021-12-01,117.8636891120766,23.900671057924885
2022-01-01,89.06140473854522,23.762473491999963
2022-02-01,86.81606234451613,24.289640959317488
2022-03-01,76.08931637587287,25.108642584987237
2022-04-01,249.02,24.049666666666663
2022-05-01,363.97693862325207,24.940761396963413
2022-06-01,199.65662092391273,24.930138849899738
2022-07-01,169.7968590851101,25.110358946294525
2022-08-01,276.3897595789131,24.76908048940052
2022-09-01,147.15826407972824,24.608359076438145
2022-10-01,295.24333333333334,23.03532258064516
2022-11-01,229.5487676929623,23.758128406217647
2022-12-01,212.381041086687,23.406025270735622
2023-01-01,105.49147777544033,23.40748596552887
2023-02-01,118.15061248971627,23.79638613953778
2023-03-01,126.25294408722799,24.932501949920592
2023-04-01,149.56759331779514,25.506310892075682
2023-05-01,175.65796238224894,25.361643312830005
2023-06-01,183.31875395100215,25.489371921943405
2023-07-01,206.58854828733513,25.299840402690364
2023-08-01,107.3936707887878,26.010148127746383
2023-09-01,399.5104036999473,24.687191994334043
2023-10-01,483.2312685474714,24.615272165926783
2023-11-01,558.6575281605349,24.34029008926887
2023-12-01,385.49900831908144,23.608234509676677
2024-01-01,206.72805523035302,22.160198962064214
2024-02-01,55.10464762627191,25.44834019799456
2024-03-01,76.73824085316586,26.083280933406293
2024-04-01,154.28473020704595,27.01463616466542
2024-05-01,481.3231019747995,26.070593210036645
2024-06-01,231.17717026503988,25.488525876013952
2024-07-01,200.59038763446765,25.389399613940927
2024-08-01,258.19466601328014,25.39743199499032
2024-09-01,223.1793536754503,25.49748836734789
2024-10-01,282.28062619415687,24.927152045114635
2024-11-01,453.3828468215796,24.18212161016737
2024-12-01,142.32004648000031,24.508300770792225
2025-01-01,337.93947245200513,23.82357329022217
2025-02-01,56.79850602992576,24.695951081400665
2025-03-01,147.60089840124667,25.063627569559983
2025-04-01,238.26839324843985,25.25068400828613
2025-05-01,195.95513433479783,25.646663998918648
2025-06-01,239.3619028541879,25.447509558754874
2025-07-01,236.26323811878095,25.406014034708882
2025-08-01,157.0559594197234,25.23601509355204
2025-09-01,198.9047870050743,25.224242853362327
2025-10-01,278.78229526428333,25.292466524539936
2025-11-01,601.9640655399988,24.346899481606798
2025-12-01,168.3984232336765,24.237859125965425
2026-01-01,101.13686174285945,23.65965389522664
2026-02-01,198.3641924797319,24.37172074676488
2026-03-01,52.75580626686994,25.780925922327818
2026-04-01,166.45874600439237,26.207915570257605
2026-05-01,227.5,24.994516129032256
2026-06-01,1.8233333333333333,25.936666666666664
